game_date,game_id,team,opponent,home_away,NFL 1,NFL 2,NFL 3,NFL 4,NFL 5,NFL 6,NFL 7,NFL 8,NFL 9,NFL 10,NFL 11,NFL 12,NFL 13,NFL 14,NFL 15,NFL 16,NFL 17,NFL 18,NFL 19,NFL 20,NFL 21,NFL 22,NFL 23,NFL 24,NFL 25,NFL 26,NFL 27,NFL 28,NFL 29,NFL 30,NFL 31,NFL 32,NFL 33,NFL 34
2025-11-16,401772883,NYG,GB,H,124.73,221.54,85.0,222.64,221.54,124.73,222.64,20.64,40.54,115.82,12.73,2.091,0.364,0.364,221.54,124.73,222.64,-0.545,0.364,0.455,2.091,0.0,0.0,0.0,0.0,29.364,32.0,19.636,86.09,61.36,7.727,52.0,23.08,23.08
2025-11-16,401772883,GB,NYG,A,113.50,242.70,85.0,242.70,242.7,113.5,242.7,20.4,49.19,83.9,17.9,2.4,0.4,0.5,242.70,113.50,242.70,0.1,0.400,0.4,2.4,0.0,0.0,0.0,0.0,27.8,31.2,21.2,104.2,67.95,7.1,64.29,23.75,23.75
2025-11-16,401772774,PIT,CIN,H,88.20,210.80,85.0,210.80,210.8,88.2,210.8,17.2,38.05,96.8,13.1,3.3,0.9,1.2,210.80,88.20,210.80,0.8,0.900,0.3,3.3,0.0,0.0,0.0,0.0,22.9,30.7,20.6,98.83,67.1,6.2,50.0,19.93,19.93
2025-11-16,401772774,CIN,PIT,A,81.40,239.90,85.0,239.90,239.9,81.4,239.9,19.1,41.13,134.2,25.7,1.4,0.8,0.2,239.90,81.40,239.90,-0.7,0.800,0.5,1.4,0.0,0.0,0.0,0.0,19.1,37.3,23.6,87.19,63.27,5.5,71.43,21.42,21.42
2025-11-16,401772775,JAX,LAC,H,127.50,215.10,85.0,215.10,215.1,127.5,215.1,20.9,37.41,92.7,7.0,1.5,1.3,0.6,215.10,127.50,215.10,0.8,1.300,0.2,1.5,0.0,0.0,0.0,0.0,29.5,33.8,20.2,79.39,59.76,8.4,60.87,22.84,22.84
2025-11-16,401772775,LAC,JAX,A,115.73,252.00,85.0,252.00,252.0,115.73,252.0,20.18,45.81,96.27,19.0,2.636,0.909,0.455,252.00,115.73,252.00,-0.091,0.909,0.364,2.636,0.0,0.0,0.0,0.0,25.455,35.273,23.273,93.49,65.98,6.909,64.29,24.52,24.52
2025-11-16,401772884,LAR,SEA,H,114.00,255.70,85.0,255.70,255.7,114.0,255.7,22.7,38.74,75.7,19.8,2.7,1.1,1.0,255.70,114.00,255.70,1.0,1.100,0.6,2.7,0.0,0.0,0.0,0.0,27.0,33.9,22.3,112.42,65.78,4.7,72.22,24.65,24.65
2025-11-16,401772884,SEA,LAR,A,116.40,255.60,85.0,255.60,255.6,116.4,255.6,20.5,39.83,86.4,15.8,3.2,0.9,0.4,255.60,116.40,255.60,-0.7,0.900,0.9,3.2,0.0,0.0,0.0,0.0,30.7,27.6,19.3,102.87,69.93,6.0,71.43,24.80,24.80
2025-11-16,401772885,ARI,SF,H,105.70,250.40,85.0,253.20,250.4,105.7,253.2,20.1,44.6,112.1,11.4,1.9,0.7,1.1,250.40,105.70,253.20,0.0,0.700,0.7,1.9,0.0,0.0,0.0,0.0,24.1,37.5,25.2,93.46,67.2,7.8,46.15,23.74,23.74
2025-11-16,401772885,SF,ARI,A,94.82,267.00,85.0,267.00,267.0,94.82,267.0,21.82,45.65,84.82,22.0,1.091,0.273,0.818,267.00,94.82,267.00,-0.455,0.273,0.455,1.091,0.0,0.0,0.0,0.0,26.818,35.273,24.364,97.63,69.07,5.636,53.33,24.12,24.12
2025-11-16,401772777,CLE,BAL,H,98.00,178.80,85.0,179.90,178.8,98.0,179.9,16.7,31.72,102.4,34.6,3.2,0.9,0.9,178.80,98.00,179.90,0.3,0.900,0.3,3.2,0.0,0.0,0.0,0.0,24.7,36.0,20.6,68.38,57.22,6.8,52.38,18.45,18.45
2025-11-16,401772777,BAL,CLE,A,142.00,199.90,85.0,199.90,199.9,142.0,199.9,18.5,40.0,123.9,9.6,1.5,0.6,0.9,199.90,142.00,199.90,-0.2,0.600,0.5,1.5,0.0,0.0,0.0,0.0,27.4,26.2,17.8,99.71,67.94,5.8,46.67,22.79,22.79
2025-11-16,401772778,DEN,KC,H,122.27,220.09,85.0,220.09,220.09,122.27,220.09,18.82,38.51,90.45,21.82,4.455,0.545,0.636,220.09,122.27,220.09,-0.273,0.545,0.364,4.455,0.0,0.0,0.0,0.0,26.455,35.273,21.545,85.86,61.08,8.455,50.0,22.82,22.82
2025-11-16,401772778,KC,DEN,A,115.30,260.50,85.0,262.50,260.5,115.3,262.5,22.4,41.27,103.3,16.5,2.2,0.6,0.5,260.50,115.30,262.50,0.3,0.600,0.0,2.2,0.0,0.0,0.0,0.0,25.9,36.1,23.3,95.63,64.54,6.9,76.19,25.05,25.05
2025-11-16,401772928,PHI,DET,H,115.20,197.70,85.0,199.50,197.7,115.2,199.5,17.2,33.87,87.6,29.6,2.1,0.6,0.6,197.70,115.20,199.50,0.6,0.600,0.3,2.1,0.0,0.0,0.0,0.0,29.2,26.9,18.0,106.74,66.91,7.0,64.71,20.86,20.86
2025-11-16,401772928,DET,PHI,A,130.10,249.30,85.0,249.30,249.3,130.1,249.3,19.7,36.0,92.8,14.7,3.1,0.8,0.9,249.30,130.10,249.30,0.5,0.800,0.3,3.1,0.0,0.0,0.0,0.0,28.1,31.3,21.7,111.15,69.33,6.0,56.52,25.29,25.29
